iter	Logloss
0	0.6434661919
1	0.6025578262
2	0.5584345619
3	0.5196250236
4	0.484288177
5	0.4530421333
6	0.4224285012
7	0.3956282544
8	0.3697373079
9	0.3468620995
10	0.3232492532
11	0.3015552179
12	0.2833977208
13	0.2652614011
14	0.2495479046
15	0.2339724926
16	0.2192074351
17	0.2077478639
18	0.1956579186
19	0.1841345113
20	0.1734374579
21	0.1642798959
22	0.1554043923
23	0.1474040767
24	0.140403204
25	0.1335148043
26	0.1261388508
27	0.1198690016
28	0.1144160537
29	0.1096400859
30	0.1044426081
31	0.09966859875
32	0.09577204425
33	0.09233726014
34	0.08894134692
35	0.085574396
36	0.08225553363
37	0.07881933104
38	0.07566347893
39	0.0729414123
40	0.07035281835
41	0.06792782538
42	0.06606938747
43	0.06430819649
44	0.06217247832
45	0.06060228798
46	0.05900085159
47	0.05776464815
48	0.05614810105
49	0.05459485205
50	0.05338835718
51	0.05211965612
52	0.05100627677
53	0.04964209517
54	0.04859930548
55	0.04759489894
56	0.04679649712
57	0.04600523181
58	0.04526437356
59	0.04430980799
60	0.04351789609
61	0.04277949286
62	0.04213196452
63	0.04160621217
64	0.04105484456
65	0.0405035818
66	0.03989479519
67	0.03920200879
68	0.03855315624
69	0.03805827221
70	0.03764595098
71	0.03712871535
72	0.03673005065
73	0.0364000007
74	0.03584605638
75	0.03547988564
76	0.03521489419
77	0.03490981164
78	0.03441685937
79	0.03397913192
80	0.03361923292
81	0.03333695272
82	0.0331027577
83	0.03273926341
84	0.03249123936
85	0.03210769402
86	0.03177627342
87	0.03140453549
88	0.03113507796
89	0.03085323193
90	0.03061765267
91	0.03047124906
92	0.03012384177
93	0.02995310702
94	0.02966329753
95	0.02955471405
96	0.0293493365
97	0.02914799655
98	0.02894254303
99	0.02872083843
100	0.02844056032
101	0.0282477645
102	0.02803116172
103	0.02791158057
104	0.02776060772
105	0.0276066191
106	0.02746557411
107	0.02725244893
108	0.02708075634
109	0.02692779787
110	0.02674612279
111	0.02661265272
112	0.02651609771
113	0.02641710107
114	0.02630735691
115	0.0261236482
116	0.02599570115
117	0.02589934328
118	0.02577526245
119	0.02558303223
120	0.02533924029
121	0.02524673226
122	0.025103855
123	0.0250131741
124	0.02485231304
125	0.02468306472
126	0.02456753323
127	0.02440906048
128	0.02435369351
129	0.02428160193
130	0.02410797875
131	0.02399940303
132	0.02388274937
133	0.02369653898
134	0.02362290974
135	0.02350178039
136	0.02336137445
137	0.02324383822
138	0.02315966845
139	0.02302974938
140	0.02291454785
141	0.02282444684
142	0.02277504284
143	0.02269650527
144	0.02262606488
145	0.02251469822
146	0.02241325108
147	0.02236258143
148	0.0222826146
149	0.02218314239
150	0.0221022157
151	0.02201327657
152	0.02192493826
153	0.02183829979
154	0.0217465664
155	0.02169195589
156	0.02158160812
157	0.02147577955
158	0.02142386087
159	0.02133812356
160	0.0211923552
161	0.02112840361
162	0.02110326235
163	0.02100916616
164	0.02093361978
165	0.02085227967
166	0.02072350696
167	0.02066010593
168	0.02057363074
169	0.02051699843
170	0.02040579735
171	0.02035765043
172	0.02026071414
173	0.02018394336
174	0.02009096328
175	0.02005293705
176	0.0199875283
177	0.01989777991
178	0.01986570571
179	0.01981575405
180	0.01974248537
181	0.01968029004
182	0.01963963544
183	0.01950290294
184	0.01947813949
185	0.01938814482
186	0.01933573572
187	0.01925426119
188	0.0191951024
189	0.01914289086
190	0.01908748046
191	0.01905570724
192	0.01902257147
193	0.01895912564
194	0.01887077247
195	0.01877502979
196	0.01870557758
197	0.01866709649
198	0.01860727343
199	0.01857435197
200	0.01855562451
201	0.01852413452
202	0.01845378997
203	0.01834026291
204	0.01830008126
205	0.01825097781
206	0.01818919979
207	0.01812361934
208	0.018073034
209	0.01798676381
210	0.01796827616
211	0.01789466709
212	0.01782498357
213	0.01776653479
214	0.01771921577
215	0.01763485907
216	0.01756902858
217	0.01753462361
218	0.01747720765
219	0.01735697393
220	0.0173141635
221	0.0172046347
222	0.0171716391
223	0.0171192824
224	0.01707475093
225	0.01704076794
226	0.01698383344
227	0.01691672033
228	0.01685105138
229	0.01676634004
230	0.01671741665
231	0.01669797718
232	0.01667916974
233	0.01664598835
234	0.01662873117
235	0.01660209578
236	0.01657252835
237	0.01654214733
238	0.016495163
239	0.01647379918
240	0.01642256192
241	0.0163603452
242	0.01631571672
243	0.01627798862
244	0.01625894689
245	0.01620291068
246	0.01615568718
247	0.0160881166
248	0.01606050174
249	0.01600732916
250	0.015958212
251	0.01590098233
252	0.01583529256
253	0.01577340589
254	0.01572576095
255	0.01568445466
256	0.01563824376
257	0.01559825405
258	0.01555910055
259	0.0155275422
260	0.01542426732
261	0.01536594509
262	0.01532993029
263	0.01528862711
264	0.01522031372
265	0.01517749993
266	0.0151215776
267	0.01507172846
268	0.01506036941
269	0.01503101116
270	0.01498072183
271	0.01492959136
272	0.01489150649
273	0.01481360906
274	0.01477799182
275	0.01472257995
276	0.01468178189
277	0.01465115071
278	0.01459322065
279	0.01456006816
280	0.01451994176
281	0.01444262553
282	0.01440370667
283	0.01434718829
284	0.01430201499
285	0.01424781559
286	0.01420552119
287	0.0141766744
288	0.01413311465
289	0.01411158626
290	0.01406803214
291	0.01402420261
292	0.01400299104
293	0.01397711632
294	0.01390350104
295	0.01386745916
296	0.01384810698
297	0.01382822304
298	0.01379614468
299	0.01375635708
300	0.01370614699
301	0.0136783318
302	0.01363526777
303	0.01358620045
304	0.01355776217
305	0.01350620491
306	0.01348522845
307	0.01341647747
308	0.01335757472
309	0.01333078968
310	0.01330939286
311	0.01328456157
312	0.01318788246
313	0.01315098144
314	0.01312605369
315	0.01308994859
316	0.01305316037
317	0.01300980721
318	0.01296995711
319	0.0129425772
320	0.01290385403
321	0.01287001218
322	0.0128128452
323	0.01279485137
324	0.01276955672
325	0.01274715013
326	0.01273025463
327	0.01270072775
328	0.01268145367
329	0.01266118976
330	0.01258484844
331	0.01257243658
332	0.01253912019
333	0.01250041029
334	0.01247937921
335	0.01245694279
336	0.01242331719
337	0.01240789138
338	0.01239110244
339	0.01237222781
340	0.01235160545
341	0.01233764723
342	0.01227896178
343	0.01225664192
344	0.0122220974
345	0.01220360647
346	0.01217645497
347	0.01215800208
348	0.01212960603
349	0.0120885613
350	0.0120637822
351	0.01204042114
352	0.01202591301
353	0.01199134993
354	0.01196147558
355	0.01193997912
356	0.01190329441
357	0.01187220744
358	0.0118364332
359	0.01179043648
360	0.01177442339
361	0.01173268576
362	0.01170382013
363	0.01166930025
364	0.01165536709
365	0.01163965791
366	0.01159637381
367	0.01157342072
368	0.0115528681
369	0.01153735868
370	0.01149521023
371	0.01148117165
372	0.01144377562
373	0.01142403155
374	0.0114136084
375	0.01136958933
376	0.01135103382
377	0.01134062222
378	0.01127123759
379	0.01124312591
380	0.01122078909
381	0.01118125537
382	0.01116660641
383	0.01115610574
384	0.01114172101
385	0.01112933744
386	0.01111824362
387	0.01110292284
388	0.01107685194
389	0.0110545205
390	0.01102212956
391	0.01100762212
392	0.01098553054
393	0.01095724612
394	0.01090401093
395	0.01089364945
396	0.01086259237
397	0.01082258221
398	0.01078953231
399	0.0107566467
400	0.01074734063
401	0.01071829553
402	0.01069892747
403	0.01067539296
404	0.01062423802
405	0.01061418612
406	0.01060377798
407	0.01058848794
408	0.01057168159
409	0.01055402037
410	0.01053776982
411	0.01052442633
412	0.01047287564
413	0.01040258385
414	0.01036993164
415	0.0103478699
416	0.01033348404
417	0.01032479085
418	0.01031799455
419	0.01030960526
420	0.01026702902
421	0.01025413783
422	0.01020662892
423	0.01020047932
424	0.01018874631
425	0.01017592348
426	0.01014732929
427	0.01012176545
428	0.01011577966
429	0.01010112053
430	0.01003939632
431	0.01001232821
432	0.009989746716
433	0.009972219175
434	0.009949796137
435	0.009923914954
436	0.009904102689
437	0.009890242613
438	0.009867050003
439	0.009862003255
440	0.009843969129
441	0.009832203838
442	0.009825148975
443	0.009818120025
444	0.009809662404
445	0.009801163738
446	0.009794925616
447	0.009786124347
448	0.009779338989
449	0.009770961224
450	0.009759071253
451	0.009737318462
